1912 115.1889,38.94701 115.3315,38.94097 115.1966,39.05789 115.3394,39.05184
1913 115.3315,38.94097 115.474,38.93473 115.3394,39.05184 115.4821,39.04559
1914 115.474,38.93473 115.6165,38.9283 115.4821,39.04559 115.6249,39.03915
1915 115.6165,38.9283 115.7589,38.92167 115.6249,39.03915 115.7676,39.03251
1916 115.7589,38.92167 115.9014,38.91485 115.7676,39.03251 115.9103,39.02567
1917 115.9014,38.91485 116.0438,38.90783 115.9103,39.02567 116.0529,39.01863
1918 116.0438,38.90783 116.1861,38.9006 116.0529,39.01863 116.1955,39.01139
1964 113.9103,39.10343 114.0533,39.09916 113.9157,39.21443 114.0589,39.21016
1965 114.0533,39.09916 114.1963,39.0947 114.0589,39.21016 114.2022,39.20568
1967 114.3392,39.09003 114.4822,39.08517 114.3454,39.201 114.4886,39.19613
1968 114.4822,39.08517 114.6251,39.08011 114.4886,39.19613 114.6318,39.19106
1969 114.6251,39.08011 114.768,39.07485 114.6318,39.19106 114.7749,39.18579
1970 114.768,39.07485 114.9109,39.0694 114.7749,39.18579 114.9181,39.18032
1971 114.9109,39.0694 115.0537,39.06374 114.9181,39.18032 115.0612,39.17466
1972 115.0537,39.06374 115.1966,39.05789 115.0612,39.17466 115.2043,39.1688
1973 115.1966,39.05789 115.3394,39.05184 115.2043,39.1688 115.3473,39.16273
1974 115.3394,39.05184 115.4821,39.04559 115.3473,39.16273 115.4903,39.15648
1975 115.4821,39.04559 115.6249,39.03915 115.4903,39.15648 115.6333,39.15002
1976 115.6249,39.03915 115.7676,39.03251 115.6333,39.15002 115.7763,39.14336
1977 115.7676,39.03251 115.9103,39.02567 115.7763,39.14336 115.9192,39.13651
1978 115.9103,39.02567 116.0529,39.01863 115.9192,39.13651 116.0621,39.12946
1979 116.0529,39.01863 116.1955,39.01139 116.0621,39.12946 116.205,39.12221
1980 116.1955,39.01139 116.3381,39.00396 116.205,39.12221 116.3478,39.11476
2028 114.3454,39.201 114.4886,39.19613 114.3516,39.312 114.495,39.30712
2029 114.4886,39.19613 114.6318,39.19106 114.495,39.30712 114.6385,39.30204
2030 114.6318,39.19106 114.7749,39.18579 114.6385,39.30204 114.7819,39.29676
2031 114.7749,39.18579 114.9181,39.18032 114.7819,39.29676 114.9253,39.29128
2032 114.9181,39.18032 115.0612,39.17466 114.9253,39.29128 115.0686,39.2856
2033 115.0612,39.17466 115.2043,39.1688 115.0686,39.2856 115.212,39.27973
2034 115.2043,39.1688 115.3473,39.16273 115.212,39.27973 115.3553,39.27365
2035 115.3473,39.16273 115.4903,39.15648 115.3553,39.27365 115.4986,39.26738
2036 115.4903,39.15648 115.6333,39.15002 115.4986,39.26738 115.6418,39.26091
2037 115.6333,39.15002 115.7763,39.14336 115.6418,39.26091 115.785,39.25424
2038 115.7763,39.14336 115.9192,39.13651 115.785,39.25424 115.9282,39.24737
2039 115.9192,39.13651 116.0621,39.12946 115.9282,39.24737 116.0714,39.24031
2040 116.0621,39.12946 116.205,39.12221 116.0714,39.24031 116.2145,39.23304
2041 116.205,39.12221 116.3478,39.11476 116.2145,39.23304 116.3576,39.22558
2089 114.3516,39.312 114.495,39.30712 114.3578,39.42302 114.5015,39.41812
2090 114.495,39.30712 114.6385,39.30204 114.5015,39.41812 114.6452,39.41303
2091 114.6385,39.30204 114.7819,39.29676 114.6452,39.41303 114.7888,39.40774
2092 114.7819,39.29676 114.9253,39.29128 114.7888,39.40774 114.9325,39.40225
2093 114.9253,39.29128 115.0686,39.2856 114.9325,39.40225 115.0761,39.39656
2094 115.0686,39.2856 115.212,39.27973 115.0761,39.39656 115.2197,39.39068
2095 115.212,39.27973 115.3553,39.27365 115.2197,39.39068 115.3633,39.38459
2096 115.3553,39.27365 115.4986,39.26738 115.3633,39.38459 115.5068,39.37831
2097 115.4986,39.26738 115.6418,39.26091 115.5068,39.37831 115.6503,39.37182
2098 115.6418,39.26091 115.785,39.25424 115.6503,39.37182 115.7938,39.36514
2099 115.785,39.25424 115.9282,39.24737 115.7938,39.36514 115.9372,39.35826
2100 115.9282,39.24737 116.0714,39.24031 115.9372,39.35826 116.0806,39.35118
2101 116.0714,39.24031 116.2145,39.23304 116.0806,39.35118 116.224,39.3439
2150 114.3578,39.42302 114.5015,39.41812 114.364,39.53405 114.5079,39.52915
2151 114.5015,39.41812 114.6452,39.41303 114.5079,39.52915 114.6519,39.52405
2152 114.6452,39.41303 114.7888,39.40774 114.6519,39.52405 114.7958,39.51875
2153 114.7888,39.40774 114.9325,39.40225 114.7958,39.51875 114.9397,39.51325
2154 114.9325,39.40225 115.0761,39.39656 114.9397,39.51325 115.0836,39.50755
2155 115.0761,39.39656 115.2197,39.39068 115.0836,39.50755 115.2275,39.50165
2156 115.2197,39.39068 115.3633,39.38459 115.2275,39.50165 115.3713,39.49555
2157 115.3633,39.38459 115.5068,39.37831 115.3713,39.49555 115.5151,39.48925
2158 115.5068,39.37831 115.6503,39.37182 115.5151,39.48925 115.6588,39.48276
2159 115.6503,39.37182 115.7938,39.36514 115.6588,39.48276 115.8026,39.47606
2160 115.7938,39.36514 115.9372,39.35826 115.8026,39.47606 115.9463,39.46917
2161 115.9372,39.35826 116.0806,39.35118 115.9463,39.46917 116.0899,39.46207
2162 116.0806,39.35118 116.224,39.3439 116.0899,39.46207 116.2336,39.45478
2212 114.5079,39.52915 114.6519,39.52405 114.5144,39.6402 114.6587,39.63509
2213 114.6519,39.52405 114.7958,39.51875 114.6587,39.63509 114.8028,39.62978
2214 114.7958,39.51875 114.9397,39.51325 114.8028,39.62978 114.947,39.62427
2215 114.9397,39.51325 115.0836,39.50755 114.947,39.62427 115.0911,39.61856
2216 115.0836,39.50755 115.2275,39.50165 115.0911,39.61856 115.2352,39.61264
2217 115.2275,39.50165 115.3713,39.49555 115.2352,39.61264 115.3793,39.60654
2218 115.3713,39.49555 115.5151,39.48925 115.3793,39.60654 115.5234,39.60023
2219 115.5151,39.48925 115.6588,39.48276 115.5234,39.60023 115.6674,39.59372
2220 115.6588,39.48276 115.8026,39.47606 115.6674,39.59372 115.8114,39.58701
2221 115.8026,39.47606 115.9463,39.46917 115.8114,39.58701 115.9553,39.5801
2222 115.9463,39.46917 116.0899,39.46207 115.9553,39.5801 116.0993,39.57299
2223 116.0899,39.46207 116.2336,39.45478 116.0993,39.57299 116.2432,39.56569
2275 114.8028,39.62978 114.947,39.62427 114.8099,39.74083 114.9543,39.73531
2276 114.947,39.62427 115.0911,39.61856 114.9543,39.73531 115.0987,39.72958
2277 115.0911,39.61856 115.2352,39.61264 115.0987,39.72958 115.2431,39.72366
2278 115.2352,39.61264 115.3793,39.60654 115.2431,39.72366 115.3874,39.71754
2279 115.3793,39.60654 115.5234,39.60023 115.3874,39.71754 115.5317,39.71122
2280 115.5234,39.60023 115.6674,39.59372 115.5317,39.71122 115.676,39.70469
2281 115.6674,39.59372 115.8114,39.58701 115.676,39.70469 115.8202,39.69797
2338 115.0987,39.72958 115.2431,39.72366 115.1063,39.84063 115.2509,39.8347
2339 115.2431,39.72366 115.3874,39.71754 115.2509,39.8347 115.3955,39.82856
2340 115.3874,39.71754 115.5317,39.71122 115.3955,39.82856 115.5401,39.82223
2400 115.2509,39.8347 115.3955,39.82856 115.2588,39.94576 115.4036,39.93961
2401 115.3955,39.82856 115.5401,39.82223 115.4036,39.93961 115.5485,39.93326
2402 115.5401,39.82223 115.6846,39.81569 115.5485,39.93326 115.6933,39.92671
2462 115.4036,39.93961 115.5485,39.93326 115.4118,40.05067 115.5569,40.04432
