2299 118.2536,39.44251 118.3969,39.43222 118.2668,39.55318 118.4103,39.54288
2300 118.3969,39.43222 118.5401,39.42174 118.4103,39.54288 118.5538,39.53238
2301 118.5401,39.42174 118.6833,39.41106 118.5538,39.53238 118.6973,39.52168
2302 118.6833,39.41106 118.8264,39.40018 118.6973,39.52168 118.8406,39.51077
2303 118.8264,39.40018 118.9695,39.38911 118.8406,39.51077 118.984,39.49968
2304 118.9695,39.38911 119.1125,39.37783 118.984,39.49968 119.1273,39.48838
2305 119.1125,39.37783 119.2555,39.36636 119.1273,39.48838 119.2705,39.47689
2306 119.2555,39.36636 119.3984,39.35469 119.2705,39.47689 119.4137,39.46519
2342 115.676,39.70469 115.8202,39.69797 115.6846,39.81569 115.8291,39.80896
2355 117.5484,39.60174 117.6922,39.59243 117.5604,39.71253 117.7044,39.7032
2356 117.6922,39.59243 117.8359,39.58291 117.7044,39.7032 117.8484,39.69367
2357 117.8359,39.58291 117.9796,39.5732 117.8484,39.69367 117.9923,39.68394
2358 117.9796,39.5732 118.1232,39.56329 117.9923,39.68394 118.1362,39.67401
2359 118.1232,39.56329 118.2668,39.55318 118.1362,39.67401 118.2801,39.66388
2360 118.2668,39.55318 118.4103,39.54288 118.2801,39.66388 118.4239,39.65356
2361 118.4103,39.54288 118.5538,39.53238 118.4239,39.65356 118.5676,39.64303
2362 118.5538,39.53238 118.6973,39.52168 118.5676,39.64303 118.7113,39.63231
2363 118.6973,39.52168 118.8406,39.51077 118.7113,39.63231 118.8549,39.62139
2364 118.8406,39.51077 118.984,39.49968 118.8549,39.62139 118.9985,39.61027
2415 117.4164,39.72167 117.5604,39.71253 117.4281,39.8325 117.5725,39.82335
2416 117.5604,39.71253 117.7044,39.7032 117.5725,39.82335 117.7167,39.814
2417 117.7044,39.7032 117.8484,39.69367 117.7167,39.814 117.861,39.80445
2418 117.8484,39.69367 117.9923,39.68394 117.861,39.80445 118.0051,39.7947
2419 117.9923,39.68394 118.1362,39.67401 118.0051,39.7947 118.1493,39.78475
2420 118.1362,39.67401 118.2801,39.66388 118.1493,39.78475 118.2934,39.7746
2421 118.2801,39.66388 118.4239,39.65356 118.2934,39.7746 118.4374,39.76425
2422 118.4239,39.65356 118.5676,39.64303 118.4374,39.76425 118.5814,39.75371
2423 118.5676,39.64303 118.7113,39.63231 118.5814,39.75371 118.7254,39.74296
2424 118.7113,39.63231 118.8549,39.62139 118.7254,39.74296 118.8693,39.73202
2476 117.4281,39.8325 117.5725,39.82335 117.4399,39.94335 117.5845,39.93418
2477 117.5725,39.82335 117.7167,39.814 117.5845,39.93418 117.7291,39.92481
2478 117.7167,39.814 117.861,39.80445 117.7291,39.92481 117.8735,39.91524
2479 117.861,39.80445 118.0051,39.7947 117.8735,39.91524 118.018,39.90547
2480 118.0051,39.7947 118.1493,39.78475 118.018,39.90547 118.1624,39.8955
2481 118.1493,39.78475 118.2934,39.7746 118.1624,39.8955 118.3067,39.88533
2482 118.2934,39.7746 118.4374,39.76425 118.3067,39.88533 118.451,39.87497
2483 118.4374,39.76425 118.5814,39.75371 118.451,39.87497 118.5953,39.8644
2484 118.5814,39.75371 118.7254,39.74296 118.5953,39.8644 118.7395,39.85363
2485 118.7254,39.74296 118.8693,39.73202 118.7395,39.85363 118.8836,39.84267
2537 117.4399,39.94335 117.5845,39.93418 117.4518,40.05422 117.5966,40.04503
2538 117.5845,39.93418 117.7291,39.92481 117.5966,40.04503 117.7414,40.03564
2539 117.7291,39.92481 117.8735,39.91524 117.7414,40.03564 117.8862,40.02606
2540 117.8735,39.91524 118.018,39.90547 117.8862,40.02606 118.0309,40.01627
2541 118.018,39.90547 118.1624,39.8955 118.0309,40.01627 118.1755,40.00628
2542 118.1624,39.8955 118.3067,39.88533 118.1755,40.00628 118.3201,39.99609
2543 118.3067,39.88533 118.451,39.87497 118.3201,39.99609 118.4647,39.9857
2544 118.451,39.87497 118.5953,39.8644 118.4647,39.9857 118.6092,39.97511
2545 118.5953,39.8644 118.7395,39.85363 118.6092,39.97511 118.7537,39.96432
2546 118.7395,39.85363 118.8836,39.84267 118.7537,39.96432 118.8981,39.95334
2600 117.7414,40.03564 117.8862,40.02606 117.7538,40.1465 117.8988,40.13689
2601 117.8862,40.02606 118.0309,40.01627 117.8988,40.13689 118.0438,40.12708
2602 118.0309,40.01627 118.1755,40.00628 118.0438,40.12708 118.1887,40.11707
2603 118.1755,40.00628 118.3201,39.99609 118.1887,40.11707 118.3336,40.10686
2604 118.3201,39.99609 118.4647,39.9857 118.3336,40.10686 118.4784,40.09645
2605 118.4647,39.9857 118.6092,39.97511 118.4784,40.09645 118.6232,40.08585
2606 118.6092,39.97511 118.7537,39.96432 118.6232,40.08585 118.7679,40.07504
2607 118.7537,39.96432 118.8981,39.95334 118.7679,40.07504 118.9126,40.06403
2659 117.4637,40.16511 117.6088,40.1559 117.4756,40.27602 117.621,40.26679
2660 117.6088,40.1559 117.7538,40.1465 117.621,40.26679 117.7663,40.25737
2661 117.7538,40.1465 117.8988,40.13689 117.7663,40.25737 117.9116,40.24774
2662 117.8988,40.13689 118.0438,40.12708 117.9116,40.24774 118.0568,40.23792
2663 118.0438,40.12708 118.1887,40.11707 118.0568,40.23792 118.202,40.22789
2664 118.1887,40.11707 118.3336,40.10686 118.202,40.22789 118.3471,40.21766
2665 118.3336,40.10686 118.4784,40.09645 118.3471,40.21766 118.4922,40.20723
2666 118.4784,40.09645 118.6232,40.08585 118.4922,40.20723 118.6372,40.1966
2667 118.6232,40.08585 118.7679,40.07504 118.6372,40.1966 118.7822,40.18576
2668 118.7679,40.07504 118.9126,40.06403 118.7822,40.18576 118.9271,40.17474
2722 117.7663,40.25737 117.9116,40.24774 117.7788,40.36826 117.9243,40.35861
2723 117.9116,40.24774 118.0568,40.23792 117.9243,40.35861 118.0698,40.34876
2724 118.0568,40.23792 118.202,40.22789 118.0698,40.34876 118.2153,40.33871
2725 118.202,40.22789 118.3471,40.21766 118.2153,40.33871 118.3606,40.32846
2726 118.3471,40.21766 118.4922,40.20723 118.3606,40.32846 118.506,40.31802
2727 118.4922,40.20723 118.6372,40.1966 118.506,40.31802 118.6513,40.30737
2728 118.6372,40.1966 118.7822,40.18576 118.6513,40.30737 118.7965,40.29651
2729 118.7822,40.18576 118.9271,40.17474 118.7965,40.29651 118.9417,40.28546
2785 118.0698,40.34876 118.2153,40.33871 118.0829,40.45963 118.2286,40.44956
2786 118.2153,40.33871 118.3606,40.32846 118.2286,40.44956 118.3743,40.43929
2787 118.3606,40.32846 118.506,40.31802 118.3743,40.43929 118.5199,40.42882
2788 118.506,40.31802 118.6513,40.30737 118.5199,40.42882 118.6654,40.41815
2846 118.0829,40.45963 118.2286,40.44956 118.096,40.57052 118.242,40.56043
2847 118.2286,40.44956 118.3743,40.43929 118.242,40.56043 118.3879,40.55014
